#PARAMETRY: 
Nazwa testu;ABCD
Data testu;2019-6-15_11:24:49
Protokol;UDP (0)
Rozmiar pakietu;1000
#POMIARY: 
No;zadana_przeplywnosc;polozenie;poziom_sygnalu;jakosc_linku;odebrane_pakiety;przeplywnosc;stracone_pakiety;flaga_zamiany;flaga_bledu;ber;kanal;przepustowosc_kanalu;szerokosc_kanalu;MCS;NSS;SGI
1;100;100.000000;-44;66;14794;118.352000;0;false;false;100.000000;44 (5220 MHz);390.000000;80;8;1;true
2;100;100.000000;-44;66;11064;88.512000;0;false;false;100.000000;44 (5220 MHz);390.000000;80;8;1;true
3;100;100.000000;-44;66;13104;104.832000;0;false;false;100.000000;44 (5220 MHz);390.000000;80;8;1;true
4;100;100.039250;-44;66;12900;103.200000;0;false;false;100.000000;44 (5220 MHz);390.000000;80;8;1;true
5;100;114.601000;-44;66;12048;96.384000;0;false;false;100.000000;44 (5220 MHz);390.000000;80;8;1;true
6;100;134.814750;-44;66;12920;103.360000;0;false;false;100.000000;44 (5220 MHz);390.000000;80;8;1;true
7;100;170.100500;-43;67;12616;100.928000;0;false;false;100.000000;44 (5220 MHz);390.000000;80;8;1;true
8;100;195.142000;-43;67;12396;99.168000;0;false;false;100.000000;44 (5220 MHz);390.000000;80;8;1;true
9;100;211.430750;-43;67;12624;100.992000;0;false;false;100.000000;44 (5220 MHz);390.000000;80;8;1;true
10;100;211.430750;-43;67;12600;100.800000;0;false;false;100.000000;44 (5220 MHz);390.000000;80;8;1;true
11;100;211.430750;-43;67;12552;100.416000;0;false;false;100.000000;44 (5220 MHz);390.000000;80;8;1;true
12;100;211.430750;-44;66;12564;100.512000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
13;100;226.777500;-44;66;12454;99.632000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
14;100;242.634500;-44;66;12566;100.528000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
15;100;262.769750;-44;66;12756;102.048000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
16;100;285.024500;-44;66;12264;98.112000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
17;100;295.896750;-44;66;12660;101.280000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
18;100;295.896750;-44;66;12684;101.472000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
19;100;295.896750;-44;66;12528;100.224000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
20;100;295.896750;-44;66;12444;99.552000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
21;100;295.896750;-44;66;12756;102.048000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
22;100;297.427500;-44;66;12468;99.744000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
23;100;310.458500;-44;66;12468;99.744000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
24;100;328.081750;-44;66;12652;101.216000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
25;100;344.370500;-44;66;12488;99.904000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
26;100;351.592500;-44;66;12492;99.936000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
27;100;351.592500;-44;66;12672;101.376000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
28;100;352.966250;-44;66;12516;100.128000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
29;100;368.156000;-44;66;12480;99.840000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
30;100;368.156000;-44;66;12576;100.608000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
31;100;368.156000;-44;66;12528;100.224000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
32;100;368.156000;-44;66;12660;101.280000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
33;100;368.156000;-44;66;12576;100.608000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
34;100;368.156000;-44;66;12504;100.032000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
35;100;368.156000;-44;66;12552;100.416000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
36;100;368.156000;-44;66;12672;101.376000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
37;100;368.156000;-44;66;12444;99.552000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
38;100;368.156000;-44;66;12492;99.936000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
39;100;368.156000;-26;70;12660;101.280000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
40;100;368.156000;-26;70;12456;99.648000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
41;100;368.156000;-26;70;12516;100.128000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
42;100;368.156000;-26;70;12791;102.328000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
43;100;368.156000;-26;70;12277;98.216000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
44;100;368.156000;-26;70;12696;101.568000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
45;100;368.156000;-26;70;12708;101.664000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
46;100;368.156000;-26;70;12396;99.168000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
47;100;368.156000;-26;70;12624;100.992000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
48;100;368.156000;-26;70;12492;99.936000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
49;100;368.548500;-26;70;12528;100.224000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
50;100;368.627000;-26;70;12708;101.664000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
51;100;368.627000;-26;70;12456;99.648000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
52;100;368.627000;-26;70;12496;99.968000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
53;100;368.627000;-26;70;12596;100.768000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
54;100;368.627000;-26;70;12540;100.320000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
55;100;368.627000;-26;70;12564;100.512000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
56;100;368.627000;-26;70;12564;100.512000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
57;300;368.627000;-26;70;17816;142.528000;1004;false;true;100.000000;44 (5220 MHz);351.000000;80;8;1;false
58;300;368.627000;-26;70;34669;277.352000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
59;300;370.040000;-26;70;35724;285.792000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
60;300;381.736500;-26;70;40533;324.264000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
61;300;398.731750;-26;70;36778;294.224000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
62;300;411.919750;-35;70;36852;294.816000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
63;300;415.923250;-35;70;38221;305.768000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
64;300;432.957750;-35;70;37814;302.512000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
65;300;440.062000;-35;70;37185;297.480000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
66;300;450.070750;-35;70;37592;300.736000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
67;300;464.593250;-35;70;37851;302.808000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
68;300;478.644750;-35;70;37074;296.592000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
69;300;492.892500;-35;70;37999;303.992000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
70;300;502.548000;-40;70;37888;303.104000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
71;300;509.927000;-40;70;36593;292.744000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
72;300;517.698500;-40;70;38221;305.768000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
73;300;517.698500;-40;70;38036;304.288000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
74;300;517.698500;-40;70;36926;295.408000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
75;300;517.698500;-40;70;38221;305.768000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
76;300;517.698500;-40;70;37148;297.184000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
77;300;517.698500;-40;70;37703;301.624000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
78;300;519.111500;-40;70;37855;302.840000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
79;300;521.741250;-40;70;36922;295.376000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
80;300;521.741250;-40;70;38295;306.360000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
81;300;521.741250;-40;70;37555;300.440000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
82;100;521.741250;-40;70;34071;272.568000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
83;100;521.741250;-40;70;11568;92.544000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
84;100;536.381500;-40;70;11892;95.136000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
85;100;542.465250;-40;70;13680;109.440000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
86;100;542.465250;-40;70;12052;96.416000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
87;100;542.465250;-40;70;12644;101.152000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
88;100;542.465250;-40;70;12554;100.432000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
89;100;542.465250;-40;70;12610;100.880000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
90;100;542.465250;-40;70;12444;99.552000;0;false;false;100.000000;44 (5220 MHz);351.000000;80;8;1;false
