#PARAMETRY: 
Nazwa testu;ABCD
Data testu;2019-6-15_12:5:55
Protokol;UDP (0)
Rozmiar pakietu;1000
#POMIARY: 
No;zadana_przeplywnosc;polozenie;poziom_sygnalu;jakosc_linku;odebrane_pakiety;przeplywnosc;stracone_pakiety;flaga_zamiany;flaga_bledu;ber;kanal;przepustowosc_kanalu;szerokosc_kanalu;MCS;NSS;SGI
1;100;100.000000;-41;69;14912;119.296000;3;false;true;100.000000;44 (5220 MHz);54.000000;40;0;0;false
2;100;100.000000;-41;69;11088;88.704000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
3;100;100.000000;-41;69;12996;103.968000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
4;100;100.000000;-41;69;12984;103.872000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
5;100;100.000000;-41;69;12191;97.528000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
6;100;100.000000;-41;69;12805;102.440000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
7;100;100.000000;-41;69;12444;99.552000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
8;100;100.000000;-41;69;12540;100.320000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
9;100;100.000000;-41;69;12636;101.088000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
10;100;100.000000;-41;69;12384;99.072000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
11;100;100.000000;-41;69;12648;101.184000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
12;100;100.000000;-41;69;12600;100.800000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
13;100;100.000000;-41;69;12504;100.032000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
14;100;100.000000;-41;69;12744;101.952000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
15;100;100.000000;-41;69;12336;98.688000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
16;100;100.000000;-41;69;12732;101.856000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
17;100;100.000000;-41;69;12480;99.840000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
18;100;100.000000;-41;69;12540;100.320000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
19;100;100.000000;-41;69;12504;100.032000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
20;100;100.000000;-41;69;12623;100.984000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
21;100;100.000000;-41;69;12397;99.176000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
22;100;100.000000;-41;69;12852;102.816000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
23;100;100.000000;-41;69;12336;98.688000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
24;100;100.000000;-41;69;12504;100.032000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
25;100;100.000000;-41;69;12396;99.168000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
26;100;100.000000;-41;69;13068;104.544000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
27;100;100.000000;-41;69;12252;98.016000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
28;100;100.000000;-41;69;12660;101.280000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
29;100;100.000000;-41;69;12791;102.328000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
30;100;100.000000;-41;69;12409;99.272000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
31;100;100.000000;-41;69;12564;100.512000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
32;100;100.000000;-41;69;12552;100.416000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
33;100;100.000000;-41;69;12516;100.128000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
34;100;100.000000;-41;69;12588;100.704000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
35;100;100.000000;-41;69;12432;99.456000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
36;100;100.000000;-41;69;12636;101.088000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
37;100;100.000000;-43;67;12636;101.088000;0;false;false;100.000000;44 (5220 MHz);54.000000;40;0;0;false
38;100;100.000000;-46;64;12360;98.880000;0;false;false;100.000000;44 (5220 MHz);81.000000;40;0;0;false
39;100;100.000000;-46;64;12636;101.088000;0;false;false;100.000000;44 (5220 MHz);81.000000;40;0;0;false
40;100;100.000000;-46;64;12528;100.224000;0;false;false;100.000000;44 (5220 MHz);81.000000;40;0;0;false
41;100;100.000000;-46;64;12660;101.280000;0;false;false;100.000000;44 (5220 MHz);81.000000;40;0;0;false
42;100;100.000000;-46;64;12420;99.360000;0;false;false;100.000000;44 (5220 MHz);81.000000;40;0;0;false
43;100;100.000000;-42;68;12673;101.384000;0;false;false;100.000000;44 (5220 MHz);81.000000;40;0;0;false
44;100;100.000000;-42;68;12528;100.224000;36;false;true;100.000000;44 (5220 MHz);81.000000;40;0;0;false
45;100;100.000000;-42;68;3313;26.504000;0;false;false;100.000000;44 (5220 MHz);81.000000;40;0;0;false
